FA_name,FA_mass,FA_length_ft,FA_manufacturing_year,FA_introduction_year,reactor_power,reactor_type,fuel_type,reactor_site,reactor_location,FA_BUp,reactor_epoch
FL3322,901.4,14,1985,1990,1300,DPY,UO2,NOG,Île-de-France,72.0,VD4
FU8114,914.8,14,2009,2011,1300,DPY,UO2,GOL,Occitanie,72.0,VD2
FK1565,889.2,14,2009,2011,1300,DPY,UO2,GOL,Occitanie,72.0,VD2
FQ1915,894.7,14,2011,2016,1300,DPY,UO2,FLA,Normandy,72.0,VD1
FP2046,907.2,14,1973,1974,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD6
FQ3676,726.9,12,2015,2015,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,0.0,VD2
FL6540,771.5,12,1972,1975,900,CPY,UO2,STL,Centre-Val de Loire,8.8,VD6
FP7562,867.4,14,2004,2004,1300,DPY,UO2,FLA,Normandy,72.0,VD3
FU7487,880.6,14,2013,2014,1300,DPY,UO2,NOG,Île-de-France,72.0,VD2
FG8348,836.7,14,1980,1980,1300,DPY,UO2,NOG,Île-de-France,66.3,VD5
FH4920,744.6,12,1968,1973,900,CPY,UO2,STL,Centre-Val de Loire,0.0,VD6
FB4694,912.8,14,2000,2000,1300,DPY,UO2,PEN,Normandy,72.0,VD3
FY4811,780.9,12,1978,1979,900,CPY,UO2,CHI,Centre-Val de Loire,20.2,VD5
FK7349,849.9,14,2013,2018,1300,DPY,UO2,NOG,Île-de-France,71.8,VD1
FA9359,795.4,14,2016,2018,1300,DPY,UO2,PEN,Normandy,31.5,VD1
FV7798,736.2,12,2005,2005,900,CPY,UO2,GRA,Hauts-de-France,0.0,VD3
FG4760,757.9,12,2007,2007,900,CPY,MOX,DAM,Centre-Val de Loire,7.7,VD2
FS7031,906.9,14,2001,2002,1300,DPY,UO2,FLA,Normandy,72.0,VD3
FE9785,854.0,14,1965,1970,1300,DPY,UO2,GOL,Occitanie,72.0,VD6
FI7132,930.1,14,1999,2002,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD3
FY5198,803.4,12,1990,1991,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,31.9,VD4
FM2952,856.2,14,2009,2011,1600,EPR,UO2,FLA,Normandy,72.0,VD2
FO9385,730.4,12,2018,2019,900,CPY,MOX,GRA,Hauts-de-France,0.0,VD1
FB7348,779.4,12,2016,2021,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,19.0,VD1
FG5892,729.9,12,2019,2023,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,0.0,VD1
FL8598,755.5,12,1968,1973,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,3.5,VD6
FS5134,846.0,14,1979,1983,1300,DPY,UO2,PEN,Normandy,70.7,VD5
FA4545,737.7,12,2021,2023,900,CPY,UO2,CHI,Centre-Val de Loire,0.0,VD1
FX7366,728.8,12,2013,2016,900,CPY,MOX,DAM,Centre-Val de Loire,0.0,VD1
FP8867,901.4,14,2001,2005,1300,DPY,UO2,GOL,Occitanie,72.0,VD3
FC2757,759.5,12,1970,1970,900,CPY,UO2,FES,Grand Est,7.8,VD6
FA5493,888.4,14,1968,1970,1300,DPY,UO2,PAL,Normandy,72.0,VD6
FX3613,730.1,12,1976,1976,900,CPY,UO2,GRA,Hauts-de-France,0.0,VD5
FU4125,889.8,14,1992,1997,1300,DPY,UO2,FLA,Normandy,72.0,VD3
FI7840,881.7,14,2011,2011,1300,DPY,UO2,FLA,Normandy,72.0,VD2
FD5948,748.0,12,1977,1979,900,CPY,UO2,FES,Grand Est,0.0,VD5
FD1497,752.8,12,2000,2000,900,CPY,UO2,GRA,Hauts-de-France,0.7,VD3
FX4847,915.4,14,1995,1999,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD3
FI1369,920.3,14,2010,2014,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD2
FX3511,751.3,12,1983,1983,900,CPY,UO2,GRA,Hauts-de-France,2.1,VD5
FA1608,913.8,14,1998,2001,1300,DPY,UO2,GOL,Occitanie,72.0,VD3
FN3867,744.3,12,1966,1970,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,0.0,VD6
FY5601,717.8,12,2010,2015,900,CPY,MOX,CHI,Centre-Val de Loire,0.0,VD2
FZ5379,755.9,12,1966,1971,900,CPY,UO2,GRA,Hauts-de-France,3.0,VD6
FH8339,749.8,12,2016,2021,900,CPY,UO2,FES,Grand Est,1.9,VD1
FR9004,762.0,12,2015,2020,900,CPY,UO2,CHI,Centre-Val de Loire,6.4,VD1
FJ6964,744.9,12,1971,1975,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,0.0,VD6
FP9922,892.6,14,1978,1980,1600,EPR,UO2,FLA,Normandy,72.0,VD5
FX9859,890.3,14,1977,1979,1300,DPY,UO2,PEN,Normandy,72.0,VD5
FN3850,878.5,14,2004,2007,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD2
FL5791,870.4,14,1974,1979,1600,EPR,UO2,FLA,Normandy,72.0,VD5
FV9884,759.5,12,1993,1996,900,CPY,MOX,STL,Centre-Val de Loire,6.8,VD3
FE6452,865.8,14,1987,1992,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD4
FY9834,760.1,12,2025,2025,900,CPY,UO2,GRA,Hauts-de-France,6.4,VD1
FT6597,874.0,14,1999,2004,1300,DPY,UO2,FLA,Normandy,72.0,VD3
FZ3285,754.6,12,2017,2022,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,3.9,VD1
FN2833,841.4,14,1998,2002,1300,DPY,UO2,GOL,Occitanie,60.4,VD3
FS1066,748.0,12,1982,1986,900,CPY,UO2,CHI,Centre-Val de Loire,0.0,VD4
FX4715,811.4,14,2008,2013,1300,DPY,UO2,PEN,Normandy,41.9,VD2
FP2915,745.3,12,1985,1990,900,CPY,UO2,STL,Centre-Val de Loire,0.0,VD4
FR7471,749.5,12,2002,2003,900,CPY,MOX,TRI,Auvergne-Rhône-Alpes,0.0,VD3
FX7684,834.6,14,2014,2014,1300,DPY,UO2,PAL,Normandy,61.9,VD2
FE4085,774.0,12,2011,2015,900,CPY,UO2,DAM,Centre-Val de Loire,10.5,VD2
FP3365,704.7,12,1969,1974,900,CPY,UO2,STL,Centre-Val de Loire,0.0,VD6
FY7653,797.9,12,1988,1989,900,CPY,UO2,FES,Grand Est,30.4,VD4
FG1385,892.2,14,1971,1971,1300,DPY,UO2,NOG,Île-de-France,72.0,VD6
FG4042,832.2,12,2022,2022,900,CPY,UO2,FES,Grand Est,47.3,VD1
FD7912,743.9,12,1987,1992,900,CPY,UO2,FES,Grand Est,0.0,VD4
FW5918,841.1,14,1988,1991,1300,DPY,UO2,GOL,Occitanie,67.2,VD4
FJ8020,909.2,14,2005,2009,1300,DPY,UO2,FLA,Normandy,72.0,VD2
FV9050,750.4,12,1969,1972,900,CPY,UO2,GRA,Hauts-de-France,1.0,VD6
FA5190,857.7,14,2011,2014,1600,EPR,UO2,FLA,Normandy,72.0,VD2
FY9831,734.3,12,2016,2019,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,0.0,VD1
FV9033,881.6,14,1968,1971,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD6
FY2422,738.1,12,1996,2000,900,CPY,MOX,CHI,Centre-Val de Loire,0.0,VD3
FH2540,891.1,14,1996,1999,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD3
FH8688,929.3,14,1970,1972,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD6
FG7727,779.6,12,1976,1976,900,CPY,UO2,FES,Grand Est,22.2,VD5
FS1462,855.5,14,1999,2002,1300,DPY,UO2,PEN,Normandy,72.0,VD3
FO5501,866.0,14,2010,2014,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD2
FI2927,913.4,14,2010,2014,1300,DPY,UO2,GOL,Occitanie,72.0,VD2
FO5806,729.5,12,2024,2024,900,CPY,UO2,GRA,Hauts-de-France,0.0,VD1
FN2796,764.9,12,2013,2013,900,CPY,UO2,FES,Grand Est,6.5,VD2
FP5080,734.2,12,1967,1970,900,CPY,UO2,DAM,Centre-Val de Loire,0.0,VD6
FY7172,788.9,12,1970,1972,900,CPY,UO2,STL,Centre-Val de Loire,26.5,VD6
FK9083,734.0,12,1979,1984,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,0.0,VD5
FD3694,754.7,12,1977,1978,900,CPY,UO2,GRA,Hauts-de-France,5.9,VD5
FO9128,917.3,14,1988,1993,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD4
FW9604,909.3,14,2012,2014,1300,DPY,UO2,GOL,Occitanie,72.0,VD2
FN8760,887.3,14,1970,1972,1300,DPY,UO2,PEN,Normandy,72.0,VD6
FC2067,880.0,14,1973,1975,1300,DPY,UO2,GOL,Occitanie,72.0,VD6
FP7575,906.2,14,2001,2002,1300,DPY,UO2,PEN,Normandy,72.0,VD3
FA3654,764.2,12,1971,1975,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,8.0,VD6
FO9944,739.5,12,1989,1993,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,0.0,VD4
FC4039,736.6,12,2007,2007,900,CPY,MOX,FES,Grand Est,0.0,VD2
FH4316,871.2,14,1977,1979,1300,DPY,UO2,NOG,Île-de-France,72.0,VD5
FA7092,763.9,12,1969,1973,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,11.0,VD6
FD9594,742.3,12,2008,2012,900,CPY,MOX,STL,Centre-Val de Loire,0.0,VD2
FJ3245,943.0,14,1989,1990,1300,DPY,UO2,NOG,Île-de-France,72.0,VD4
FZ4498,709.1,12,1977,1982,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,0.0,VD5
FP4508,703.6,12,1975,1976,900,CPY,UO2,GRA,Hauts-de-France,0.0,VD5
FE3080,859.1,14,2020,2024,1300,DPY,UO2,GOL,Occitanie,72.0,VD1
FP9411,718.0,12,1970,1974,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,0.0,VD6
FU7774,761.9,12,2022,2023,900,CPY,MOX,CRU,Auvergne-Rhône-Alpes,5.0,VD1
FN1977,741.3,12,2018,2018,900,CPY,MOX,TRI,Auvergne-Rhône-Alpes,0.0,VD1
FY7465,742.1,12,1970,1971,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,0.0,VD6
FM8369,938.5,14,2007,2008,1300,DPY,UO2,PEN,Normandy,72.0,VD2
FP9348,948.2,14,1991,1996,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD3
FH9540,810.7,12,1985,1988,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,40.5,VD4
FN1506,748.8,12,1992,1996,900,CPY,UO2,STL,Centre-Val de Loire,0.0,VD3
FY1654,885.7,14,1991,1993,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD4
FO6594,889.9,14,1985,1989,1300,DPY,UO2,GOL,Occitanie,72.0,VD4
FJ8699,881.1,14,1999,2002,1300,DPY,UO2,PAL,Normandy,72.0,VD3
FP6522,882.8,14,1970,1975,1300,DPY,UO2,GOL,Occitanie,72.0,VD6
FR9470,786.6,12,2007,2009,900,CPY,UO2,GRA,Hauts-de-France,24.8,VD2
FI5734,849.3,14,2004,2008,1300,DPY,UO2,PEN,Normandy,72.0,VD2
FK4922,752.5,12,2004,2006,900,CPY,UO2,DAM,Centre-Val de Loire,0.0,VD2
FK9481,747.6,12,2011,2013,900,CPY,MOX,FES,Grand Est,0.0,VD2
FV4085,716.9,12,2014,2019,900,CPY,UO2,FES,Grand Est,0.0,VD1
FV6922,750.4,12,2014,2015,900,CPY,MOX,FES,Grand Est,0.0,VD2
FS9521,725.2,12,1981,1981,900,CPY,UO2,STL,Centre-Val de Loire,0.0,VD5
FU5047,909.5,14,1979,1983,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD5
FF9142,742.4,12,1992,1993,900,CPY,UO2,STL,Centre-Val de Loire,0.0,VD4
FW5435,918.3,14,2003,2006,1300,DPY,UO2,GOL,Occitanie,72.0,VD2
FE5173,856.6,14,2008,2008,1300,DPY,UO2,NOG,Île-de-France,72.0,VD2
FM7440,765.1,12,1970,1970,900,CPY,UO2,FES,Grand Est,10.3,VD6
FP8450,762.8,12,2001,2005,900,CPY,MOX,DAM,Centre-Val de Loire,9.1,VD3
FG5353,907.9,14,1970,1973,1300,DPY,UO2,PAL,Normandy,72.0,VD6
FT2770,908.3,14,1997,2000,1300,DPY,UO2,PEN,Normandy,72.0,VD3
FD3289,885.8,14,1981,1981,1300,DPY,UO2,GOL,Occitanie,72.0,VD5
FB2151,868.8,14,1987,1987,1300,DPY,UO2,FLA,Normandy,72.0,VD4
FE2571,916.8,14,2012,2017,1300,DPY,UO2,NOG,Île-de-France,72.0,VD1
FB1981,860.4,14,1970,1970,1300,DPY,UO2,GOL,Occitanie,72.0,VD6
FJ8041,902.3,14,1984,1985,1600,EPR,UO2,FLA,Normandy,72.0,VD5
FR6792,741.5,12,2022,2023,900,CPY,UO2,DAM,Centre-Val de Loire,0.0,VD1
FY4602,749.5,12,1977,1980,900,CPY,UO2,CHI,Centre-Val de Loire,0.0,VD5
FF2493,771.8,12,2003,2006,900,CPY,MOX,DAM,Centre-Val de Loire,14.4,VD2
FH7658,883.7,14,1983,1984,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD5
FF4610,726.8,12,1987,1987,900,CPY,UO2,GRA,Hauts-de-France,0.0,VD4
FV6054,752.4,12,1994,1997,900,CPY,MOX,CHI,Centre-Val de Loire,5.2,VD3
FD2343,751.7,12,1993,1996,900,CPY,MOX,DAM,Centre-Val de Loire,2.5,VD3
FT7228,748.2,12,1967,1971,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,0.5,VD6
FG9053,750.2,12,1995,1997,900,CPY,MOX,STL,Centre-Val de Loire,0.0,VD3
FQ7355,764.5,12,2019,2023,900,CPY,MOX,CHI,Centre-Val de Loire,10.1,VD1
FE2267,714.2,12,2007,2008,900,CPY,MOX,DAM,Centre-Val de Loire,0.0,VD2
FG4570,748.0,12,1988,1990,900,CPY,UO2,STL,Centre-Val de Loire,0.0,VD4
FH5762,841.9,14,1981,1984,1300,DPY,UO2,GOL,Occitanie,69.7,VD5
FA4998,921.8,14,2006,2011,1300,DPY,UO2,PAL,Normandy,72.0,VD2
FM6655,921.0,14,1990,1993,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD4
FN8296,703.3,12,1994,1997,900,CPY,UO2,CHI,Centre-Val de Loire,0.0,VD3
FH5409,750.0,12,1991,1993,900,CPY,UO2,FES,Grand Est,0.1,VD4
FF4590,751.8,12,2024,2024,900,CPY,UO2,GRA,Hauts-de-France,0.0,VD1
FB4745,906.3,14,1970,1975,1300,DPY,UO2,GOL,Occitanie,72.0,VD6
FT1820,742.9,12,1986,1986,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,0.0,VD4
FO3441,901.0,14,1987,1988,1300,DPY,UO2,NOG,Île-de-France,72.0,VD4
FI4047,736.3,12,1981,1984,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,0.0,VD5
FQ2094,722.0,12,1984,1984,900,CPY,UO2,FES,Grand Est,0.0,VD5
FS3882,851.1,14,1984,1988,1300,DPY,UO2,PAL,Normandy,72.0,VD4
FF4870,760.8,12,1970,1971,900,CPY,UO2,GRA,Hauts-de-France,3.1,VD6
FC2663,874.3,14,1986,1987,1300,DPY,UO2,PAL,Normandy,72.0,VD4
FY8578,892.4,14,2003,2005,1300,DPY,UO2,NOG,Île-de-France,72.0,VD3
FE9743,877.1,14,1980,1981,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD5
FK3814,692.9,12,2015,2019,900,CPY,MOX,STL,Centre-Val de Loire,0.0,VD1
FQ9265,780.8,12,1970,1973,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,20.1,VD6
FB8685,744.1,12,1978,1979,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,0.0,VD5
FS5575,760.5,12,1996,1999,900,CPY,UO2,DAM,Centre-Val de Loire,4.4,VD3
FF1692,745.7,12,1971,1974,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,0.0,VD6
FJ8549,758.4,12,1998,2003,900,CPY,MOX,CRU,Auvergne-Rhône-Alpes,6.6,VD3
FR9871,760.2,12,2012,2016,900,CPY,MOX,STL,Centre-Val de Loire,4.1,VD1
FZ7638,745.1,12,2014,2018,900,CPY,MOX,GRA,Hauts-de-France,0.0,VD1
FQ9187,877.4,14,1978,1978,1300,DPY,UO2,GOL,Occitanie,72.0,VD5
FT7021,751.0,12,2023,2023,900,CPY,MOX,DAM,Centre-Val de Loire,2.1,VD1
FM7159,869.7,14,1987,1989,1300,DPY,UO2,PAL,Normandy,72.0,VD4
FP4255,727.2,12,2017,2018,900,CPY,UO2,CHI,Centre-Val de Loire,0.0,VD1
FO3291,865.3,14,2009,2011,1300,DPY,UO2,GOL,Occitanie,72.0,VD2
FE1268,893.5,14,1981,1984,1300,DPY,UO2,GOL,Occitanie,72.0,VD5
FM8640,743.9,12,2013,2015,900,CPY,MOX,FES,Grand Est,1.7,VD2
FE7812,732.8,12,1972,1973,900,CPY,UO2,DAM,Centre-Val de Loire,0.0,VD6
FJ7128,746.6,12,1971,1973,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,0.0,VD6
FU8100,769.3,12,1970,1974,900,CPY,UO2,GRA,Hauts-de-France,14.7,VD6
FQ8816,767.9,12,1969,1972,900,CPY,UO2,FES,Grand Est,12.3,VD6
FK4169,860.5,14,1985,1989,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD4
FX5417,734.7,12,1973,1973,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,0.0,VD6
FU9537,863.4,14,1993,1993,1300,DPY,UO2,NOG,Île-de-France,72.0,VD4
FK8541,769.8,12,1988,1992,900,CPY,UO2,GRA,Hauts-de-France,10.8,VD4
FL1834,903.7,14,2017,2021,1600,EPR,UO2,FLA,Normandy,72.0,VD1
FO8987,933.9,14,1993,1997,1300,DPY,UO2,PAL,Normandy,72.0,VD3
FE7191,729.4,12,1986,1991,900,CPY,UO2,CHI,Centre-Val de Loire,0.0,VD4
FX5376,863.3,14,1978,1979,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD5
FC7289,784.6,12,1984,1987,900,CPY,UO2,STL,Centre-Val de Loire,21.6,VD4
FB5962,750.4,12,1969,1970,900,CPY,UO2,DAM,Centre-Val de Loire,0.3,VD6
FN3484,729.4,12,1996,1997,900,CPY,MOX,DAM,Centre-Val de Loire,0.0,VD3
FF1613,759.6,12,1981,1986,900,CPY,UO2,CHI,Centre-Val de Loire,0.1,VD4
FH8672,725.9,12,1975,1980,900,CPY,UO2,GRA,Hauts-de-France,0.0,VD5
FC8530,755.1,12,2017,2021,900,CPY,MOX,GRA,Hauts-de-France,0.1,VD1
FP5228,836.2,14,2002,2006,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,57.3,VD2
FU6349,893.7,14,2002,2003,1300,DPY,UO2,NOG,Île-de-France,72.0,VD3
FZ5018,949.3,14,1984,1984,1300,DPY,UO2,PEN,Normandy,72.0,VD5
FI6376,863.2,14,2000,2002,1300,DPY,UO2,GOL,Occitanie,72.0,VD3
FB5920,748.2,12,2021,2021,900,CPY,MOX,GRA,Hauts-de-France,0.6,VD1
FR4663,779.4,12,2023,2024,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,13.2,VD1
FD9883,750.4,12,1999,2002,900,CPY,MOX,GRA,Hauts-de-France,0.6,VD3
FN6426,864.3,14,1989,1989,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD4
FT8883,733.8,12,2010,2012,900,CPY,UO2,DAM,Centre-Val de Loire,0.0,VD2
FM8080,765.5,12,1976,1979,900,CPY,UO2,CHI,Centre-Val de Loire,8.5,VD5
FK7068,735.1,12,1975,1977,900,CPY,UO2,GRA,Hauts-de-France,0.0,VD5
FP7493,774.2,12,2004,2007,900,CPY,UO2,DAM,Centre-Val de Loire,14.8,VD2
FJ4985,834.1,14,2008,2009,1300,DPY,UO2,GOL,Occitanie,63.1,VD2
FT6359,871.4,14,2004,2007,1300,DPY,UO2,FLA,Normandy,72.0,VD2
FD2345,743.5,12,1970,1975,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,0.0,VD6
FR8021,758.2,12,1996,2001,900,CPY,UO2,CHI,Centre-Val de Loire,4.8,VD3
FB1034,923.7,14,1999,2000,1300,DPY,UO2,PEN,Normandy,72.0,VD3
FJ7009,775.4,12,2008,2013,900,CPY,MOX,CHI,Centre-Val de Loire,15.1,VD2
FB3706,906.6,14,1987,1989,1300,DPY,UO2,PAL,Normandy,72.0,VD4
FS2349,835.0,14,1968,1972,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,70.2,VD6
FZ3784,735.6,12,1995,1995,900,CPY,MOX,CHI,Centre-Val de Loire,0.0,VD4
FT9619,766.8,12,1970,1974,900,CPY,UO2,FES,Grand Est,11.4,VD6
FC8574,762.4,12,2007,2008,900,CPY,MOX,FES,Grand Est,10.9,VD2
FP4666,883.6,14,2012,2014,1300,DPY,UO2,PEN,Normandy,72.0,VD2
FK3667,749.7,12,2011,2014,900,CPY,MOX,CHI,Centre-Val de Loire,0.8,VD2
FJ7571,911.7,14,1995,1996,1600,EPR,UO2,FLA,Normandy,72.0,VD3
FV6351,729.9,12,1982,1983,900,CPY,UO2,STL,Centre-Val de Loire,0.0,VD5
FW3543,780.9,12,1972,1972,900,CPY,UO2,GRA,Hauts-de-France,15.8,VD6
FE2764,749.8,12,1997,1998,900,CPY,UO2,CHI,Centre-Val de Loire,0.0,VD3
FJ6451,914.2,14,2012,2014,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD2
FW8890,827.3,14,1994,1997,1300,DPY,UO2,PAL,Normandy,54.4,VD3
FW4436,888.5,14,1995,2000,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD3
FF7402,752.8,12,1980,1982,900,CPY,UO2,CHI,Centre-Val de Loire,1.1,VD5
FB5131,861.7,14,1993,1994,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD4
FO7512,754.2,12,2017,2020,900,CPY,MOX,TRI,Auvergne-Rhône-Alpes,3.3,VD1
FX7919,773.6,12,2008,2012,900,CPY,MOX,CRU,Auvergne-Rhône-Alpes,14.2,VD2
FA3689,772.5,12,1983,1986,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,12.6,VD4
FK3427,909.2,14,1971,1972,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD6
FI4313,723.9,12,2013,2016,900,CPY,UO2,DAM,Centre-Val de Loire,0.0,VD1
FU6910,748.9,12,2011,2015,900,CPY,MOX,CHI,Centre-Val de Loire,0.0,VD2
FA2713,841.3,14,1996,2000,1600,EPR,UO2,FLA,Normandy,65.1,VD3
FE6447,741.2,12,2009,2013,900,CPY,MOX,DAM,Centre-Val de Loire,0.0,VD2
FN1645,865.9,14,1994,1999,1300,DPY,UO2,GOL,Occitanie,72.0,VD3
FR8478,909.4,14,1970,1972,1300,DPY,UO2,PAL,Normandy,72.0,VD6
FN2028,878.1,14,1997,2000,1300,DPY,UO2,FLA,Normandy,72.0,VD3
FK4651,739.6,12,1996,1998,900,CPY,MOX,GRA,Hauts-de-France,0.0,VD3
FH5163,920.5,14,1993,1995,1300,DPY,UO2,PEN,Normandy,72.0,VD4
FB4633,748.1,12,2021,2022,900,CPY,MOX,CHI,Centre-Val de Loire,0.0,VD1
FN1782,815.6,14,1972,1974,1300,DPY,UO2,GOL,Occitanie,46.9,VD6
FA9220,817.0,14,2020,2025,1300,DPY,UO2,NOG,Île-de-France,43.5,VD1
FY1838,750.0,12,1997,2001,900,CPY,UO2,STL,Centre-Val de Loire,0.6,VD3
FY2898,890.0,14,2023,2024,1300,DPY,UO2,PEN,Normandy,72.0,VD1
FF9930,833.3,14,2010,2011,1300,DPY,UO2,GOL,Occitanie,58.6,VD2
FC6386,756.5,12,2008,2011,900,CPY,UO2,CHI,Centre-Val de Loire,5.8,VD2
FE5230,733.5,12,1975,1980,900,CPY,UO2,CHI,Centre-Val de Loire,0.0,VD5
FN3651,758.3,12,1992,1997,900,CPY,UO2,FES,Grand Est,8.1,VD3
FD5731,787.0,12,1985,1989,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,25.8,VD4
FC3548,912.9,14,2025,2025,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD1
FH2081,696.0,12,2018,2019,900,CPY,MOX,TRI,Auvergne-Rhône-Alpes,0.0,VD1
FK2989,864.2,14,1998,2002,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD3
FP5559,764.0,12,2018,2020,900,CPY,UO2,GRA,Hauts-de-France,8.3,VD1
FL3890,734.8,12,1993,1994,900,CPY,UO2,STL,Centre-Val de Loire,0.0,VD4
FX1298,903.2,14,2009,2009,1300,DPY,UO2,NOG,Île-de-France,72.0,VD2
FE6604,849.9,14,1976,1980,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD5
FP6757,807.5,12,1969,1971,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,37.1,VD6
FZ8084,722.8,12,1972,1976,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,0.0,VD5
FG3744,789.1,12,1978,1982,900,CPY,UO2,STL,Centre-Val de Loire,31.5,VD5
FY2096,888.2,14,2016,2017,1300,DPY,UO2,PEN,Normandy,72.0,VD1
FR8501,809.2,12,1992,1994,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,35.3,VD4
FG1687,898.8,14,1969,1972,1300,DPY,UO2,PEN,Normandy,72.0,VD6
FS6823,701.3,12,1966,1971,900,CPY,UO2,DAM,Centre-Val de Loire,0.0,VD6
FK8593,831.0,14,1974,1975,1600,EPR,UO2,FLA,Normandy,62.3,VD6
FT9528,727.9,12,2001,2005,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,0.0,VD3
FP6582,746.0,12,1973,1977,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,0.0,VD5
FZ6194,744.6,12,1983,1985,900,CPY,UO2,STL,Centre-Val de Loire,0.0,VD5
FJ1637,935.0,14,2024,2024,1300,DPY,UO2,NOG,Île-de-France,72.0,VD1
FV3243,746.5,12,2011,2014,900,CPY,MOX,CHI,Centre-Val de Loire,0.0,VD2
FK7750,741.7,12,1970,1974,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,0.0,VD6
FP6052,907.9,14,2015,2017,1300,DPY,UO2,FLA,Normandy,72.0,VD1
FA5671,864.9,14,1989,1990,1300,DPY,UO2,GOL,Occitanie,72.0,VD4
FE9600,881.6,14,2004,2008,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD2
FL2857,729.0,12,1974,1976,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,0.0,VD5
FK3027,763.8,12,1977,1981,900,CPY,UO2,STL,Centre-Val de Loire,14.0,VD5
FH1804,729.0,12,1985,1987,900,CPY,UO2,DAM,Centre-Val de Loire,0.0,VD4
FZ9993,795.7,12,2002,2006,900,CPY,MOX,TRI,Auvergne-Rhône-Alpes,29.9,VD2
FD7613,893.2,14,2018,2018,1300,DPY,UO2,PEN,Normandy,72.0,VD1
FC6460,773.7,12,1982,1987,900,CPY,UO2,FES,Grand Est,14.3,VD4
