FA_name,FA_mass_kg,FA_length_ft,FA_year_made,FA_year_intro,reactor_power_MWe,reactor_type_code,fuel_type,plant_code,plant_name,region,burnup_GWd_tU,epoch_label,plant_start_date_info
FV2073,739.8,12,1984,1989,900,CPY,UO2,DAM,Dampierre,Centre-Val de Loire,12.5,VD1,1980
FX3799,872.9,14,2009,2012,1300,DPY,UO2,GOL,Golfech,Occitanie,35.9,VD2,1993
FA4976,779.4,12,2001,2003,900,CPY,UO2,FES,Fessenheim,Grand Est,14.8,VD3,1977
FG2705,875.5,14,2003,2005,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,35.4,VD2,1986
FB7392,864.3,14,2002,2007,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,31.0,VD1,1998
FL7122,856.1,14,2011,2011,1300,DPY,UO2,GOL,Golfech,Occitanie,34.0,VD2,1993
FZ4753,765.5,12,2003,2007,900,CPY,MOX,CRU,Cruas,Auvergne-Rhône-Alpes,16.5,VD3,1984
FJ4140,857.6,14,1986,1991,1300,DPY,UO2,PEN,Penly,Normandy,33.5,VD1,1990
FM6041,903.2,14,2009,2011,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,38.4,VD2,1998
FQ9689,714.9,12,2011,2012,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,14.7,VD4,1980
FL4955,871.4,14,2016,2021,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,36.0,VD4,1986
FI6432,867.4,14,1992,1995,1300,DPY,UO2,NOG,Nogent,Île-de-France,28.0,VD1,1987
FV6569,884.5,14,1984,1986,1300,DPY,UO2,PAL,Paluel,Normandy,34.6,VD1,1984
FJ4912,923.7,14,2002,2003,1300,DPY,UO2,PEN,Penly,Normandy,41.8,VD2,1990
FG9621,775.4,12,1991,1996,900,CPY,MOX,DAM,Dampierre,Centre-Val de Loire,18.3,VD2,1980
FX4635,906.6,14,2022,2023,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,37.2,VD3,1998
FC2549,715.7,12,2015,2019,900,CPY,MOX,STL,Saint-Laurent,Centre-Val de Loire,16.0,VD4,1981
FR1791,735.6,12,2017,2018,900,CPY,UO2,GRA,Gravelines,Hauts-de-France,11.4,VD4,1980
FU4243,894.6,14,2014,2015,1300,DPY,UO2,PAL,Paluel,Normandy,38.9,VD4,1984
FU6292,762.4,12,1995,1998,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,20.8,VD2,1984
FX2258,757.4,12,1981,1985,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,12.3,VD1,1980
FY6364,749.7,12,2002,2005,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,18.3,VD3,1981
FY9592,911.7,14,1987,1987,1300,DPY,UO2,NOG,Nogent,Île-de-France,37.6,VD1,1987
FA1481,729.9,12,2019,2021,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,18.1,VD4,1984
FD3095,780.9,12,2018,2019,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,15.5,VD4,1981
FK8737,874.8,14,2015,2017,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,35.4,VD4,1986
FT2961,914.2,14,2012,2012,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,39.1,VD3,1986
FM7027,827.3,14,2021,2023,1300,DPY,UO2,PAL,Paluel,Normandy,27.1,VD4,1984
FC6099,761.6,12,2022,2022,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,15.0,VD4,1984
FD9834,752.8,12,1997,1998,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,15.6,VD2,1980
FK1432,861.7,14,1998,2001,1300,DPY,UO2,GOL,Golfech,Occitanie,33.1,VD1,1993
FX3583,754.2,12,1989,1993,900,CPY,UO2,DAM,Dampierre,Centre-Val de Loire,16.3,VD2,1980
FC4934,902.6,14,2010,2012,1300,DPY,UO2,PAL,Paluel,Normandy,38.5,VD3,1984
FN2257,901.2,14,2023,2025,1600,EPR,UO2,FLA,Flamanville,Normandy,35.4,VD1,2025
FE9514,779.3,12,2012,2017,900,CPY,MOX,CHI,Chinon,Centre-Val de Loire,20.0,VD4,1983
FU1348,723.9,12,2001,2004,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,13.7,VD3,1983
FN1759,873.8,14,1999,1999,1300,DPY,UO2,GOL,Golfech,Occitanie,33.1,VD1,1993
FN1294,841.3,14,1987,1988,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,27.3,VD1,1986
FQ4328,741.2,12,2000,2003,900,CPY,MOX,TRI,Tricastin,Auvergne-Rhône-Alpes,17.4,VD3,1980
FY1446,865.9,14,2007,2008,1300,DPY,UO2,PAL,Paluel,Normandy,29.3,VD3,1984
FC6249,909.4,14,2003,2003,1300,DPY,UO2,PEN,Penly,Normandy,36.3,VD2,1990
FI6579,752.7,12,2003,2006,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,17.1,VD3,1984
FN2782,862.9,14,2013,2018,1300,DPY,UO2,NOG,Nogent,Île-de-France,36.1,VD4,1987
FN3336,789.0,12,2015,2019,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,21.1,VD4,1980
FJ1660,748.1,12,1986,1987,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,17.2,VD1,1980
FZ9647,699.1,12,2003,2005,900,CPY,UO2,FES,Fessenheim,Grand Est,8.4,VD3,1977
FP9660,700.3,12,1982,1985,900,CPY,UO2,FES,Fessenheim,Grand Est,7.8,VD1,1977
FH7132,750.0,12,2022,2022,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,16.7,VD4,1983
FO1295,890.0,14,2017,2017,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,41.3,VD2,1998
FS2062,833.3,14,2003,2005,1300,DPY,UO2,NOG,Nogent,Île-de-France,27.3,VD2,1987
FA8423,882.6,14,1996,2000,1300,DPY,UO2,PAL,Paluel,Normandy,38.0,VD2,1984
FM7893,733.5,12,2015,2020,900,CPY,MOX,STL,Saint-Laurent,Centre-Val de Loire,14.2,VD4,1981
FC9555,758.3,12,1991,1995,900,CPY,UO2,FES,Fessenheim,Grand Est,18.7,VD2,1977
FS7293,787.0,12,2020,2021,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,23.2,VD5,1981
FJ1348,912.9,14,2016,2018,1300,DPY,UO2,FLA,Flamanville,Normandy,36.4,VD4,1986
FF4119,812.0,14,1989,1990,1300,DPY,UO2,PAL,Paluel,Normandy,29.8,VD1,1984
FJ3314,740.7,12,2003,2007,900,CPY,MOX,TRI,Tricastin,Auvergne-Rhône-Alpes,14.8,VD3,1980
FN1376,891.3,14,2019,2022,1300,DPY,UO2,NOG,Nogent,Île-de-France,38.3,VD4,1987
FU2928,734.8,12,2013,2013,900,CPY,MOX,CRU,Cruas,Auvergne-Rhône-Alpes,15.9,VD3,1984
FF4537,903.2,14,2005,2009,1300,DPY,UO2,PEN,Penly,Normandy,36.4,VD2,1990
FQ4610,849.9,14,2001,2006,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,31.4,VD3,1986
FU4997,942.1,14,2022,2023,1300,DPY,UO2,PEN,Penly,Normandy,43.3,VD4,1990
FJ1050,843.3,14,2009,2012,1300,DPY,UO2,PEN,Penly,Normandy,31.9,VD3,1990
FE8113,920.6,14,2011,2011,1300,DPY,UO2,PEN,Penly,Normandy,48.4,VD3,1990
FM6877,888.2,14,2016,2021,1300,DPY,UO2,NOG,Nogent,Île-de-France,37.3,VD4,1987
FV5358,809.2,12,1985,1989,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,21.1,VD1,1984
FL7667,898.8,14,1996,1997,1300,DPY,UO2,GOL,Golfech,Occitanie,38.3,VD1,1993
FZ7978,701.3,12,1984,1989,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,10.7,VD1,1983
FY4117,712.3,12,2009,2013,900,CPY,MOX,TRI,Tricastin,Auvergne-Rhône-Alpes,12.1,VD4,1980
FI4146,849.2,14,2000,2003,1300,DPY,UO2,FLA,Flamanville,Normandy,27.7,VD2,1986
FH6091,870.3,14,2017,2019,1300,DPY,UO2,NOG,Nogent,Île-de-France,32.3,VD4,1987
FA3690,868.7,14,2019,2020,1300,DPY,UO2,PEN,Penly,Normandy,35.6,VD4,1990
FV9419,801.4,12,2007,2010,900,CPY,MOX,CHI,Chinon,Centre-Val de Loire,21.1,VD3,1983
FD7343,870.9,14,2013,2014,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,35.3,VD2,1998
FV4167,865.3,14,2020,2024,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,31.6,VD3,1998
FB2084,907.9,14,2006,2010,1300,DPY,UO2,FLA,Flamanville,Normandy,44.6,VD3,1986
FC5801,741.4,12,2018,2023,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,13.6,VD5,1983
FO7681,881.6,14,1992,1997,1300,DPY,UO2,FLA,Flamanville,Normandy,36.2,VD2,1986
FS8263,850.5,14,2008,2013,1300,DPY,UO2,NOG,Nogent,Île-de-France,30.8,VD3,1987
FX7035,763.8,12,1996,1998,900,CPY,MOX,CRU,Cruas,Auvergne-Rhône-Alpes,22.7,VD2,1984
FO8253,729.0,12,2018,2021,900,CPY,MOX,CHI,Chinon,Centre-Val de Loire,10.9,VD4,1983
FW8356,795.7,12,1987,1992,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,22.0,VD1,1984
FV3130,893.2,14,1999,2001,1300,DPY,UO2,GOL,Golfech,Occitanie,36.0,VD1,1993
FX9062,773.7,12,2020,2023,900,CPY,MOX,CHI,Chinon,Centre-Val de Loire,18.3,VD5,1983
FS2094,740.9,12,1996,1999,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,13.9,VD2,1983
FC4199,889.8,14,1998,1999,1300,DPY,UO2,NOG,Nogent,Île-de-France,35.4,VD2,1987
FC3173,742.4,12,1995,2000,900,CPY,MOX,GRA,Gravelines,Hauts-de-France,16.7,VD3,1980
FL7575,740.4,12,1987,1990,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,13.2,VD1,1984
FO1174,848.2,14,1999,2000,1300,DPY,UO2,NOG,Nogent,Île-de-France,33.3,VD2,1987
FC3676,855.8,14,1987,1990,1300,DPY,UO2,PEN,Penly,Normandy,27.5,VD1,1990
FY7912,805.9,14,2001,2005,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,25.4,VD1,1998
FE8663,860.5,14,2017,2021,1300,DPY,UO2,PEN,Penly,Normandy,33.4,VD4,1990
FM2986,919.9,14,1995,1996,1300,DPY,UO2,PAL,Paluel,Normandy,42.8,VD2,1984
FV9932,768.7,12,1996,1998,900,CPY,MOX,GRA,Gravelines,Hauts-de-France,13.9,VD2,1980
FX3763,896.6,14,2019,2021,1300,DPY,UO2,PAL,Paluel,Normandy,40.4,VD4,1984
FM5817,763.4,12,2015,2015,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,14.9,VD4,1983
FJ1866,880.1,14,2005,2008,1300,DPY,UO2,GOL,Golfech,Occitanie,30.9,VD2,1993
FD7526,748.1,12,2009,2010,900,CPY,UO2,DAM,Dampierre,Centre-Val de Loire,20.4,VD4,1980
FV9411,740.1,12,1989,1990,900,CPY,UO2,GRA,Gravelines,Hauts-de-France,14.1,VD2,1980
FF2511,859.1,14,2009,2013,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,33.4,VD2,1998
FD4168,914.0,14,1999,2003,1300,DPY,UO2,NOG,Nogent,Île-de-France,36.6,VD2,1987
FS9947,927.0,14,2009,2014,1300,DPY,UO2,GOL,Golfech,Occitanie,39.7,VD3,1993
FZ8175,768.9,12,1991,1994,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,18.9,VD2,1980
FR4981,693.2,12,1983,1987,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,10.1,VD1,1980
FN1477,729.1,12,2001,2005,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,10.5,VD3,1984
FX1375,756.0,12,2009,2012,900,CPY,MOX,STL,Saint-Laurent,Centre-Val de Loire,19.5,VD4,1981
FO8836,859.3,14,1990,1993,1300,DPY,UO2,PEN,Penly,Normandy,33.2,VD1,1990
FH7636,726.1,12,2013,2013,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,9.7,VD4,1980
FM9857,865.6,14,1995,1995,1300,DPY,UO2,FLA,Flamanville,Normandy,30.5,VD1,1986
FF4668,868.0,14,2010,2012,1300,DPY,UO2,PEN,Penly,Normandy,34.8,VD3,1990
FC7444,828.0,14,2013,2013,1300,DPY,UO2,PEN,Penly,Normandy,29.2,VD3,1990
FR8328,757.7,12,1982,1987,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,15.9,VD1,1981
FS3463,757.4,12,2019,2023,900,CPY,UO2,FES,Fessenheim,Grand Est,15.3,VD5,1977
FC3273,850.1,14,2006,2010,1300,DPY,UO2,PEN,Penly,Normandy,35.9,VD3,1990
FY1646,884.3,14,2009,2010,1300,DPY,UO2,GOL,Golfech,Occitanie,35.3,VD2,1993
FZ9957,891.0,14,1993,1994,1300,DPY,UO2,GOL,Golfech,Occitanie,33.9,VD1,1993
FK1555,771.9,12,2017,2022,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,16.3,VD4,1984
FX5108,711.6,12,2007,2012,900,CPY,MOX,TRI,Tricastin,Auvergne-Rhône-Alpes,15.9,VD4,1980
FT6533,756.5,12,2018,2023,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,16.1,VD4,1984
FL8403,919.5,14,2014,2018,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,43.9,VD3,1998
FZ1586,884.3,14,2015,2015,1300,DPY,UO2,NOG,Nogent,Île-de-France,37.1,VD3,1987
FH9912,868.6,14,2008,2011,1300,DPY,UO2,FLA,Flamanville,Normandy,33.3,VD3,1986
FY4059,868.1,14,1990,1994,1300,DPY,UO2,GOL,Golfech,Occitanie,31.9,VD1,1993
FM2277,723.4,12,2014,2019,900,CPY,UO2,GRA,Gravelines,Hauts-de-France,13.3,VD4,1980
FP9719,874.7,14,2018,2021,1300,DPY,UO2,PEN,Penly,Normandy,38.7,VD4,1990
FT8151,843.2,14,2016,2019,1300,DPY,UO2,NOG,Nogent,Île-de-France,27.8,VD4,1987
FE6244,901.8,14,2015,2019,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,40.6,VD4,1986
FX1625,762.8,12,2016,2021,900,CPY,MOX,DAM,Dampierre,Centre-Val de Loire,15.0,VD5,1980
FM4051,871.0,14,2000,2002,1300,DPY,UO2,NOG,Nogent,Île-de-France,36.7,VD2,1987
FA6904,711.9,12,2002,2007,900,CPY,MOX,CHI,Chinon,Centre-Val de Loire,12.5,VD3,1983
FV8481,864.7,14,2020,2020,1300,DPY,UO2,PAL,Paluel,Normandy,36.3,VD4,1984
FF5580,762.1,12,2012,2017,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,23.0,VD4,1983
FI5115,875.1,14,2021,2025,1600,EPR,UO2,FLA,Flamanville,Normandy,31.5,VD1,2025
FS7456,852.5,14,2004,2005,1300,DPY,UO2,GOL,Golfech,Occitanie,32.5,VD2,1993
FF5040,896.9,14,2020,2025,1600,EPR,UO2,FLA,Flamanville,Normandy,36.3,VD1,2025
FZ7412,882.9,14,2000,2001,1300,DPY,UO2,NOG,Nogent,Île-de-France,37.1,VD2,1987
FK7633,895.5,14,1995,1997,1300,DPY,UO2,NOG,Nogent,Île-de-France,36.5,VD2,1987
FF9733,849.9,14,2020,2022,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,29.7,VD3,1998
FF6625,856.0,14,2009,2010,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,30.5,VD3,1986
FM4631,865.8,14,1996,1998,1300,DPY,UO2,PAL,Paluel,Normandy,36.2,VD2,1984
FD4662,890.3,14,2019,2019,1300,DPY,UO2,NOG,Nogent,Île-de-France,38.5,VD4,1987
FL6993,875.2,14,1983,1988,1300,DPY,UO2,NOG,Nogent,Île-de-France,32.5,VD1,1987
FM6314,747.8,12,1977,1981,900,CPY,UO2,GRA,Gravelines,Hauts-de-France,14.3,VD1,1980
FY5707,842.8,14,2024,2025,1600,EPR,UO2,FLA,Flamanville,Normandy,29.0,VD1,2025
FJ2965,708.2,12,2015,2015,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,10.1,VD4,1983
FF1768,758.0,12,1988,1992,900,CPY,UO2,GRA,Gravelines,Hauts-de-France,13.4,VD2,1980
FS4866,789.0,12,1997,1997,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,18.2,VD2,1980
FG7463,758.7,12,1997,1999,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,15.7,VD2,1980
FD6353,732.5,12,1997,1997,900,CPY,UO2,FES,Fessenheim,Grand Est,15.2,VD3,1977
FL4513,709.8,12,2001,2006,900,CPY,MOX,DAM,Dampierre,Centre-Val de Loire,12.1,VD3,1980
FH7983,729.4,12,2008,2008,900,CPY,MOX,TRI,Tricastin,Auvergne-Rhône-Alpes,21.4,VD3,1980
FE2787,750.5,12,2001,2001,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,17.9,VD2,1983
FF8481,781.3,12,2000,2005,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,18.6,VD3,1981
FR1985,900.0,14,2017,2022,1300,DPY,UO2,PAL,Paluel,Normandy,40.3,VD4,1984
FY8831,698.7,12,1978,1980,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,10.9,VD1,1980
FH9425,830.4,14,2015,2019,1300,DPY,UO2,FLA,Flamanville,Normandy,34.0,VD4,1986
FM3667,791.9,12,1986,1988,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,21.2,VD1,1980
FN1956,860.9,14,2003,2007,1300,DPY,UO2,NOG,Nogent,Île-de-France,32.5,VD3,1987
FZ8369,806.9,14,2018,2021,1300,DPY,UO2,NOG,Nogent,Île-de-France,27.8,VD4,1987
FF3264,755.5,12,2004,2008,900,CPY,MOX,FES,Fessenheim,Grand Est,15.0,VD4,1977
FR6562,870.7,14,2023,2025,1600,EPR,UO2,FLA,Flamanville,Normandy,31.0,VD1,2025
FZ5719,775.9,12,1988,1992,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,20.6,VD2,1981
FT2944,713.7,12,1984,1989,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,11.1,VD1,1984
FA3230,884.0,14,1993,1993,1300,DPY,UO2,GOL,Golfech,Occitanie,39.8,VD1,1993
FZ6027,705.1,12,2002,2006,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,14.9,VD3,1983
FC4873,919.0,14,1993,1998,1300,DPY,UO2,PEN,Penly,Normandy,40.5,VD1,1990
FZ6340,783.6,12,1999,2000,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,21.4,VD3,1980
FK8872,740.0,12,1981,1985,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,13.5,VD1,1983
FR3984,740.8,12,2021,2023,900,CPY,UO2,DAM,Dampierre,Centre-Val de Loire,14.2,VD5,1980
FQ9598,762.6,12,2013,2016,900,CPY,MOX,FES,Fessenheim,Grand Est,14.0,VD4,1977
FE9185,865.9,14,1995,1998,1300,DPY,UO2,PAL,Paluel,Normandy,31.5,VD2,1984
FX5795,766.2,12,2020,2021,900,CPY,MOX,GRA,Gravelines,Hauts-de-France,20.4,VD5,1980
FE7001,889.0,14,2013,2018,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,38.2,VD4,1986
FL5717,848.9,14,1999,1999,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,32.8,VD2,1986
FZ3832,909.2,14,2021,2021,1300,DPY,UO2,NOG,Nogent,Île-de-France,39.5,VD4,1987
FG2030,864.7,14,1993,1994,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,32.1,VD1,1986
FU1116,916.5,14,2022,2024,1300,DPY,UO2,PAL,Paluel,Normandy,39.9,VD5,1984
FB7179,869.6,14,1984,1984,1300,DPY,UO2,PAL,Paluel,Normandy,33.2,VD1,1984
FN5299,889.9,14,2017,2018,1300,DPY,UO2,NOG,Nogent,Île-de-France,39.1,VD4,1987
FL1396,832.1,12,2011,2014,900,CPY,UO2,DAM,Dampierre,Centre-Val de Loire,26.5,VD4,1980
FV8471,871.4,14,2003,2004,1300,DPY,UO2,GOL,Golfech,Occitanie,36.2,VD2,1993
FO6256,871.7,14,2020,2025,1600,EPR,UO2,FLA,Flamanville,Normandy,31.0,VD1,2025
FP3222,835.3,14,2024,2025,1600,EPR,UO2,FLA,Flamanville,Normandy,27.6,VD1,2025
FK3333,767.2,12,2015,2019,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,21.0,VD4,1980
FM4950,751.2,12,1983,1986,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,14.9,VD1,1980
FW8201,713.6,12,1985,1990,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,15.4,VD1,1983
FC8490,730.8,12,2022,2023,900,CPY,UO2,GRA,Gravelines,Hauts-de-France,14.5,VD5,1980
FS4049,711.3,12,1979,1981,900,CPY,UO2,GRA,Gravelines,Hauts-de-France,15.3,VD1,1980
FE4507,757.7,12,2010,2010,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,18.3,VD3,1984
FZ6356,879.3,14,2023,2023,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,34.2,VD4,1986
FH3357,840.5,14,2004,2005,1300,DPY,UO2,PEN,Penly,Normandy,29.2,VD2,1990
FW5006,887.3,14,2023,2025,1600,EPR,UO2,FLA,Flamanville,Normandy,33.6,VD1,2025
FI7846,908.8,14,1991,1994,1300,DPY,UO2,NOG,Nogent,Île-de-France,40.5,VD1,1987
FX9078,880.4,14,1999,2000,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,36.6,VD2,1986
FJ5049,743.9,12,1978,1982,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,15.9,VD1,1981
FI9161,895.5,14,2024,2025,1600,EPR,UO2,FLA,Flamanville,Normandy,37.9,VD1,2025
FA4060,722.9,12,2013,2016,900,CPY,UO2,GRA,Gravelines,Hauts-de-France,13.8,VD4,1980
FB6424,908.3,14,2000,2005,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,34.6,VD1,1998
FY9634,864.2,14,2010,2015,1300,DPY,UO2,PAL,Paluel,Normandy,36.5,VD4,1984
FP6355,846.5,14,1998,2002,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,33.2,VD1,1998
FE3445,924.1,14,1983,1988,1300,DPY,UO2,NOG,Nogent,Île-de-France,41.3,VD1,1987
FE6968,725.9,12,2002,2006,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,10.7,VD3,1981
FB1728,789.9,12,1992,1996,900,CPY,MOX,DAM,Dampierre,Centre-Val de Loire,17.4,VD2,1980
FQ9248,726.0,12,2011,2013,900,CPY,MOX,STL,Saint-Laurent,Centre-Val de Loire,9.7,VD4,1981
FW7098,863.7,14,2020,2022,1300,DPY,UO2,PEN,Penly,Normandy,35.9,VD4,1990
FU9765,754.3,12,2009,2009,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,18.3,VD3,1984
FI5949,752.4,12,1990,1995,900,CPY,MOX,DAM,Dampierre,Centre-Val de Loire,16.1,VD2,1980
FD8540,916.8,14,1998,2000,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,37.3,VD1,1998
FG2533,736.4,12,1980,1981,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,14.9,VD1,1980
FY6705,888.4,14,1991,1991,1300,DPY,UO2,PEN,Penly,Normandy,33.3,VD1,1990
FP5541,746.0,12,2018,2018,900,CPY,UO2,FES,Fessenheim,Grand Est,19.5,VD5,1977
FA7808,845.4,14,2014,2014,1300,DPY,UO2,PAL,Paluel,Normandy,30.6,VD4,1984
FC2886,728.9,12,1986,1989,900,CPY,UO2,DAM,Dampierre,Centre-Val de Loire,10.9,VD1,1980
FX3486,803.9,12,1989,1990,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,22.6,VD1,1983
FV8542,710.7,12,2005,2010,900,CPY,MOX,CRU,Cruas,Auvergne-Rhône-Alpes,10.0,VD3,1984
FD2462,730.4,12,1991,1991,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,11.5,VD1,1984
FD3121,896.0,14,2004,2004,1300,DPY,UO2,GOL,Golfech,Occitanie,37.3,VD2,1993
FO3228,922.8,14,2019,2021,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,40.0,VD3,1998
FH4243,869.4,14,2003,2003,1300,DPY,UO2,PEN,Penly,Normandy,34.7,VD2,1990
FN7230,762.4,12,1994,1998,900,CPY,UO2,FES,Fessenheim,Grand Est,15.0,VD3,1977
FO5939,755.8,12,2015,2016,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,15.8,VD4,1983
FF2645,694.6,12,1984,1986,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,11.8,VD1,1981
FU9598,757.7,12,1989,1991,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,11.1,VD1,1983
FS6351,753.4,12,1987,1988,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,15.5,VD1,1980
FM3110,878.5,14,1981,1985,1300,DPY,UO2,PAL,Paluel,Normandy,33.3,VD1,1984
FL7234,716.7,12,1979,1984,900,CPY,UO2,DAM,Dampierre,Centre-Val de Loire,10.2,VD1,1980
FZ4516,873.8,14,2018,2022,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,34.0,VD4,1986
FY9135,856.0,14,1987,1987,1300,DPY,UO2,FLA,Flamanville,Normandy,32.3,VD1,1986
FD3324,709.3,12,1994,1997,900,CPY,UO2,DAM,Dampierre,Centre-Val de Loire,7.6,VD2,1980
FR7007,893.9,14,2023,2025,1600,EPR,UO2,FLA,Flamanville,Normandy,36.1,VD1,2025
FG1443,793.5,12,1992,1997,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,25.7,VD2,1981
FA3307,752.4,12,2008,2011,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,15.2,VD4,1981
FT3653,841.9,14,2012,2013,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,30.4,VD2,1998
FI1988,888.0,14,1993,1997,1300,DPY,UO2,NOG,Nogent,Île-de-France,37.1,VD2,1987
FO2398,831.9,14,2008,2011,1300,DPY,UO2,PAL,Paluel,Normandy,23.3,VD3,1984
FN4738,773.6,12,1987,1988,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,18.6,VD1,1980
FQ2753,774.1,12,1999,2001,900,CPY,MOX,TRI,Tricastin,Auvergne-Rhône-Alpes,18.1,VD3,1980
FV1124,752.3,12,1989,1994,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,16.0,VD2,1980
